,ID,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Year Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
3139,8567300110,485000.0,3,2.5,2340.0,59058.0,1.0,0,8,2340.0,0,33,47.4052,-122.028,2700.0,37263,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3140,5029450110,215000.0,3,1.5,1410.0,8415.0,1.0,0,7,780.0,630,36,47.2914,-122.368,1440.0,7361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3141,7915100490,589000.0,4,1.75,1920.0,4862.0,1.0,0,7,1060.0,860,99,47.5747,-122.384,1840.0,4862,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3142,114101500,325000.0,4,1.75,1370.0,9993.0,1.0,0,6,1370.0,0,100,47.7572,-122.228,1650.0,11592,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3143,9274201807,580000.0,3,2.5,1590.0,1937.0,2.5,0,8,1590.0,0,14,47.5903,-122.388,1620.0,2022,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3144,7893206095,181100.0,4,1.75,1850.0,7500.0,1.0,0,7,1850.0,0,64,47.4217,-122.333,1460.0,7500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,2770602265,345000.0,3,2.0,1430.0,4200.0,1.0,0,7,830.0,600,110,47.6462,-122.384,1540.0,5000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3146,5418200245,781000.0,3,1.75,1940.0,8729.0,1.0,0,8,1460.0,480,58,47.7027,-122.282,2250.0,9165,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3147,7228502150,402500.0,4,1.0,1270.0,3630.0,1.5,0,7,1270.0,0,115,47.6135,-122.307,1420.0,4848,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3148,7972601030,426000.0,3,1.5,1380.0,7200.0,1.0,0,7,1080.0,300,70,47.5292,-122.348,1220.0,7200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,7853270940,389000.0,3,2.5,1720.0,4515.0,2.0,0,7,1720.0,0,13,47.5426,-121.879,2220.0,4618,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3150,5561401220,670000.0,6,3.0,4050.0,36171.0,2.0,0,8,2620.0,1430,48,47.4708,-122.015,3660.0,42874,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3151,1336800015,1129575.0,4,3.25,3660.0,5800.0,2.5,0,10,3360.0,300,109,47.6283,-122.312,3240.0,5800,22,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3152,8944750850,288400.0,3,2.25,1870.0,3230.0,2.0,0,7,1870.0,0,21,47.4915,-122.167,1620.0,3363,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3153,3362400590,700000.0,4,2.0,2230.0,4635.0,1.5,0,7,1510.0,720,110,47.682,-122.349,1520.0,4635,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3154,6821100195,830000.0,4,3.0,2020.0,6000.0,1.0,0,8,1220.0,800,50,47.6563,-122.401,1400.0,6000,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3155,1827200265,1129575.0,2,2.75,3690.0,32044.0,2.0,4,10,3690.0,0,29,47.4485,-122.369,2310.0,26988,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3156,5100401429,350500.0,2,1.0,1450.0,6380.0,1.0,0,7,1450.0,0,51,47.6924,-122.321,1240.0,6380,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3157,6116500028,431000.0,3,1.75,1630.0,9000.0,1.0,0,7,1630.0,0,62,47.4521,-122.36,1600.0,11120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3158,2759800110,485000.0,3,2.5,1840.0,8250.0,1.0,1,8,1340.0,500,60,47.7767,-122.378,1970.0,7920,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3159,579000096,780000.0,3,1.5,1620.0,7500.0,1.0,2,8,1620.0,0,69,47.7014,-122.381,2440.0,7800,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3160,9169600096,720000.0,2,1.5,1840.0,9000.0,1.0,2,8,1340.0,500,61,47.5281,-122.388,1880.0,7560,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3161,1226059112,415000.0,3,1.0,1360.0,73616.0,1.0,0,7,1360.0,0,47,47.7528,-122.119,2040.0,50965,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3162,6021503830,480000.0,4,1.0,2080.0,5500.0,1.0,0,7,1040.0,1040,77,47.6838,-122.386,1280.0,4000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3163,3824100291,452250.0,4,2.25,2550.0,10000.0,1.0,0,7,1560.0,990,39,47.77,-122.259,2440.0,10000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3164,9264921030,316000.0,3,2.5,2550.0,8170.0,2.0,0,8,2550.0,0,33,47.31100000000001,-122.345,1840.0,8823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,8073000495,700000.0,2,1.0,1160.0,17635.0,1.0,4,6,1160.0,0,73,47.5117,-122.248,1510.0,13122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3166,7129304105,285000.0,4,2.0,1760.0,5500.0,1.0,1,7,780.0,980,93,47.5183,-122.265,1510.0,5500,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3167,525049085,575000.0,3,1.75,1720.0,4050.0,1.0,0,7,860.0,860,112,47.6782,-122.314,1720.0,4410,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3168,6117500785,590000.0,3,2.25,2300.0,12430.0,1.0,2,8,1580.0,720,58,47.435,-122.347,2500.0,12430,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3169,6115400008,587500.0,4,1.75,2500.0,20868.0,1.0,2,8,1600.0,900,62,47.431,-122.338,2170.0,15026,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3170,4024101545,364000.0,4,2.25,1750.0,10270.0,1.5,0,8,1750.0,0,50,47.7612,-122.31,1750.0,10127,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3171,8651511220,490000.0,3,2.5,1890.0,10190.0,2.0,0,8,1890.0,0,32,47.6478,-122.061,2080.0,9794,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3172,5561301280,410000.0,3,2.25,1800.0,36704.0,1.0,0,8,1360.0,440,40,47.4688,-122.013,2730.0,36404,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3173,3629800100,520000.0,3,2.5,2160.0,4297.0,2.0,0,9,2160.0,0,19,47.5476,-122.012,2160.0,3968,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3174,6141100750,389000.0,3,1.0,1380.0,6591.0,1.0,0,7,1380.0,0,71,47.7164,-122.351,1610.0,6594,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3175,2770605065,450000.0,2,1.0,1180.0,6000.0,1.0,0,7,1180.0,0,108,47.6531,-122.373,1600.0,6000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3176,2517100490,325000.0,3,2.5,2550.0,4240.0,2.0,0,7,2550.0,0,12,47.3986,-122.169,2550.0,4240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,4083801785,660000.0,2,1.0,1070.0,5000.0,1.0,0,7,1070.0,0,94,47.6631,-122.337,1400.0,4000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3178,4318200405,850000.0,3,2.25,2870.0,8170.0,2.0,0,10,2250.0,620,23,47.5363,-122.385,1310.0,8170,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3179,2329810590,285000.0,3,2.5,1940.0,9874.0,2.0,0,7,1940.0,0,28,47.3794,-122.113,1860.0,8875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,2768301214,395000.0,2,1.0,870.0,3121.0,1.0,0,7,870.0,0,95,47.6659,-122.369,1570.0,1777,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3181,1931301105,440000.0,3,2.0,1550.0,2401.0,2.0,0,7,1550.0,0,22,47.6545,-122.348,1550.0,3446,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3182,3343903640,249000.0,3,1.75,1400.0,5648.0,1.5,0,6,1400.0,0,101,47.5133,-122.196,2320.0,9420,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3183,8813400245,635000.0,3,1.75,1210.0,4400.0,1.5,0,8,1210.0,0,88,47.6621,-122.288,2020.0,3750,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3184,3521049048,515000.0,3,2.5,3430.0,48993.0,2.0,0,9,3430.0,0,17,47.2609,-122.27,2460.0,36256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,1118001645,1129575.0,3,3.25,3020.0,6073.0,2.0,0,9,3020.0,0,64,47.6332,-122.29,3020.0,7700,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3186,2968801105,200000.0,2,1.0,950.0,8100.0,1.0,0,6,950.0,0,63,47.4572,-122.351,1620.0,7630,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3187,3524039209,1129575.0,4,2.75,3370.0,8103.0,1.0,3,9,1970.0,1400,48,47.5232,-122.383,2120.0,6360,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3188,952003480,445000.0,4,1.0,1460.0,4600.0,1.0,2,6,780.0,680,72,47.566,-122.38,1560.0,4600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3189,2877102670,555000.0,3,1.5,1740.0,4200.0,1.5,0,7,1640.0,100,98,47.6782,-122.361,1660.0,3750,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3190,5014000100,537000.0,4,2.0,1720.0,6413.0,1.0,0,7,860.0,860,68,47.5734,-122.395,1280.0,6413,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3191,7399301050,315000.0,3,1.75,1480.0,7500.0,1.0,0,7,1480.0,0,50,47.4629,-122.187,1480.0,7500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3192,6979940100,805000.0,5,2.5,3320.0,7266.0,2.0,0,9,3320.0,0,18,47.5862,-122.054,3060.0,10269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3193,8731982840,414000.0,4,2.5,3490.0,9030.0,1.5,0,8,3490.0,0,49,47.3198,-122.386,2540.0,8400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3194,6909200037,375000.0,2,1.5,1160.0,1648.0,2.0,0,7,1160.0,0,16,47.5916,-122.293,1458.0,2351,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3195,1160000115,401000.0,4,1.75,3010.0,12523.0,1.0,0,8,1780.0,1230,66,47.707,-122.316,2040.0,7560,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3196,7893207665,210000.0,3,1.0,1030.0,4583.0,1.0,0,7,1030.0,0,51,47.4231,-122.329,1730.0,8023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,8024201270,365000.0,2,1.0,980.0,5110.0,1.0,0,7,780.0,200,79,47.7002,-122.314,1430.0,5110,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3198,3800008,178000.0,5,1.5,1990.0,18200.0,1.0,0,7,1990.0,0,58,47.4938,-122.262,1860.0,8658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,6788200931,710000.0,2,1.0,1790.0,4000.0,1.0,0,7,1040.0,750,95,47.6405,-122.301,1310.0,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3200,723049596,255000.0,2,1.0,810.0,7980.0,1.0,0,6,810.0,0,90,47.489,-122.337,1440.0,7980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3201,7214711270,528000.0,5,2.25,2940.0,38009.0,1.0,0,8,1700.0,1240,41,47.7653,-122.077,2620.0,38300,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3202,4136980090,537000.0,4,4.25,4883.0,26040.0,2.0,3,10,3859.0,1024,12,47.26300000000001,-122.216,3736.0,9870,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3203,9278200131,442000.0,4,1.5,1360.0,6110.0,1.0,0,7,1010.0,350,63,47.5755,-122.396,1520.0,6110,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3204,4046600750,375000.0,3,1.75,1370.0,19550.0,1.0,0,7,1370.0,0,40,47.7002,-121.912,1430.0,17550,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3205,9510970090,637250.0,4,2.5,2120.0,3220.0,2.0,0,9,2120.0,0,13,47.6662,-122.083,2120.0,3547,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3206,2594200375,427500.0,3,1.75,1240.0,7200.0,1.0,0,7,1240.0,0,76,47.5142,-122.389,1640.0,7200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3207,1125069064,700000.0,4,2.5,2770.0,89298.0,2.0,0,8,2770.0,0,14,47.6624,-122.01,2650.0,89298,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3208,117000100,680000.0,3,1.75,1660.0,5750.0,1.0,0,7,1080.0,580,109,47.5843,-122.385,2060.0,5560,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3209,9212900820,393820.0,2,2.0,1170.0,8251.0,1.0,0,7,1170.0,0,77,47.6873,-122.291,1360.0,6798,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3210,3959400855,525000.0,4,2.75,2470.0,7200.0,1.0,0,7,1350.0,1120,78,47.5631,-122.317,1500.0,6000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3211,2028700265,505000.0,2,1.75,1310.0,3816.0,1.0,0,7,1110.0,200,89,47.679,-122.368,1510.0,3816,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3212,3041700090,555565.0,3,2.0,1670.0,11337.0,1.0,1,7,1670.0,0,59,47.6602,-122.188,2210.0,11337,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3213,868001295,650000.0,3,1.75,1660.0,10819.0,1.0,0,7,1240.0,420,76,47.7045,-122.379,3110.0,11853,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3214,7853270740,632500.0,5,3.25,3500.0,7254.0,2.0,0,8,2760.0,740,13,47.5444,-121.881,2820.0,6317,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3215,5416500090,269000.0,3,2.5,1440.0,3800.0,2.0,0,7,1440.0,0,13,47.3606,-122.039,1890.0,3819,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3216,3574801110,405000.0,4,2.75,2360.0,7716.0,1.0,0,7,1390.0,970,40,47.7301,-122.223,2160.0,8794,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3217,624110930,845000.0,3,3.5,3460.0,15745.0,2.0,0,10,3460.0,0,32,47.7262,-122.06,3350.0,14825,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3218,5335700110,234000.0,3,1.0,1750.0,8820.0,1.0,0,7,1750.0,0,57,47.3608,-122.29,1400.0,9600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3219,1176000964,638000.0,4,1.75,1470.0,4236.0,1.5,0,7,1470.0,0,72,47.6692,-122.399,1480.0,5400,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3220,7334602070,290000.0,3,1.75,1710.0,10950.0,1.0,0,7,1060.0,650,51,47.4678,-121.745,1180.0,10950,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3221,2420069251,262000.0,1,0.75,520.0,12981.0,1.0,0,3,520.0,0,98,47.2082,-121.995,1340.0,12233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,7885800740,270000.0,4,2.5,2350.0,5835.0,2.0,0,8,2350.0,0,15,47.3494,-122.153,3010.0,5772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,8082400076,875000.0,4,2.25,2380.0,4876.0,2.0,0,9,2240.0,140,70,47.6822,-122.4,1780.0,4559,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3224,1310980110,299000.0,3,2.25,1920.0,7840.0,2.0,0,8,1920.0,0,36,47.3631,-122.276,2170.0,7210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3225,2354300740,551000.0,3,1.0,1580.0,6000.0,1.0,0,7,1580.0,0,71,47.5286,-122.032,1580.0,6000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3226,3023049236,350000.0,3,2.75,3070.0,5280.0,2.0,1,7,2360.0,710,68,47.4486,-122.353,2570.0,18983,31,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3227,9808700405,1129575.0,3,2.5,2660.0,13367.0,2.0,2,10,2660.0,0,26,47.6501,-122.217,2660.0,13367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3228,2877102345,511718.0,2,1.75,1700.0,5000.0,1.0,0,6,850.0,850,103,47.6787,-122.363,1690.0,5000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3229,1924069058,965000.0,4,3.25,5010.0,49222.0,2.0,0,9,3710.0,1300,40,47.5489,-122.092,3140.0,54014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3230,9269260100,475000.0,4,2.25,2680.0,4673.0,2.0,0,7,2680.0,0,19,47.7539,-122.219,2460.0,4645,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3231,2877104265,1060000.0,4,2.75,2720.0,4000.0,1.5,2,8,1840.0,880,90,47.6797,-122.359,1600.0,4000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3232,3123039089,252000.0,2,1.0,940.0,15450.0,1.0,0,6,940.0,0,92,47.4408,-122.461,1370.0,34820,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3233,8576400110,580000.0,6,2.5,3596.0,13700.0,1.0,0,8,1798.0,1798,54,47.4388,-122.339,1894.0,10500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3234,7660600131,374950.0,2,2.25,1240.0,1172.0,2.0,0,8,1000.0,240,10,47.5877,-122.316,1260.0,1111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3235,2296500131,739000.0,5,4.0,4660.0,9900.0,2.0,2,9,2600.0,2060,39,47.5135,-122.2,3380.0,9900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3236,1761300850,271000.0,4,1.75,1710.0,7200.0,1.0,0,7,910.0,800,43,47.3967,-122.174,1730.0,7200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,6083000037,230000.0,2,1.0,930.0,7550.0,1.0,0,6,930.0,0,32,47.4866,-122.303,1370.0,10176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3238,5259800090,210000.0,3,2.25,1430.0,9150.0,1.0,0,7,1070.0,360,34,47.3239,-122.35,1430.0,6364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,2968801366,350000.0,3,2.75,1650.0,5700.0,2.0,0,7,1650.0,0,30,47.4563,-122.348,1320.0,7620,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3240,2126059172,491500.0,3,2.25,1560.0,12000.0,1.0,0,7,1110.0,450,50,47.7256,-122.166,2190.0,4612,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3241,7334501250,325000.0,3,2.5,1870.0,9825.0,1.0,0,7,1250.0,620,24,47.4639,-121.744,1380.0,11475,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3242,1545805490,190000.0,3,2.0,1320.0,7625.0,1.0,0,7,1320.0,0,31,47.3635,-122.045,1420.0,7500,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3243,7518500855,658600.0,4,2.0,1400.0,4690.0,1.5,0,7,1400.0,0,73,47.6826,-122.378,1400.0,4690,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3244,4171200025,299950.0,3,1.5,1940.0,8951.0,1.0,0,7,1300.0,640,60,47.473,-122.328,2000.0,8319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,9818700215,464000.0,5,2.0,2000.0,3000.0,1.5,0,6,1200.0,800,87,47.6028,-122.298,1330.0,4000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3246,798000535,308000.0,3,1.0,1640.0,18144.0,1.5,0,6,1640.0,0,76,47.5027,-122.33,1500.0,9065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,3900100265,625000.0,3,1.0,1020.0,7650.0,1.0,0,6,1020.0,0,99,47.6795,-122.202,1870.0,5500,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3248,1951100110,240000.0,3,1.75,1630.0,9450.0,1.0,0,7,1080.0,550,41,47.3729,-122.295,1280.0,9100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3249,7215420590,530000.0,4,2.5,2940.0,35996.0,2.0,0,9,2940.0,0,23,47.3401,-122.067,2890.0,35089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3250,3343301910,1000000.0,5,4.5,2120.0,8944.0,2.0,4,8,2120.0,0,79,47.5488,-122.197,2870.0,8944,54,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3251,9828702095,439000.0,1,1.0,790.0,2400.0,1.0,0,7,790.0,0,100,47.6178,-122.299,1580.0,2566,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3252,2917200645,575000.0,4,1.75,2020.0,6200.0,1.0,0,6,1010.0,1010,70,47.7013,-122.35,1440.0,4158,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3253,6163900501,418000.0,3,1.75,1530.0,7238.0,1.0,0,7,1530.0,0,59,47.7629,-122.315,1580.0,7238,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3254,540100057,1129575.0,4,3.75,3250.0,10949.0,2.0,0,9,2940.0,310,88,47.639,-122.219,2340.0,15234,27,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3255,2652500300,1100000.0,4,3.75,2930.0,3200.0,1.5,0,9,2130.0,800,93,47.643,-122.359,1900.0,4320,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3256,1330300300,1129575.0,3,3.75,3150.0,8550.0,2.0,0,10,3150.0,0,11,47.6387,-122.284,2510.0,8550,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3257,1137301780,580000.0,3,2.5,2180.0,40278.0,2.0,0,9,2180.0,0,33,47.733,-122.09,2630.0,40000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3258,9842300485,380000.0,2,1.0,1040.0,7372.0,1.0,0,7,840.0,200,79,47.5285,-122.378,1930.0,5150,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3259,7224000315,256000.0,3,1.0,880.0,5375.0,1.0,0,5,880.0,0,94,47.4858,-122.202,980.0,4838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3260,6161000015,349950.0,3,1.0,1400.0,7066.0,1.0,0,8,1400.0,0,61,47.7127,-122.325,1400.0,7320,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3261,5207200195,691500.0,4,2.5,2600.0,7200.0,2.0,0,7,2600.0,0,56,47.6944,-122.274,1790.0,6175,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
3262,9191201790,556000.0,3,1.75,1590.0,2500.0,1.5,0,7,1190.0,400,110,47.6668,-122.299,1420.0,3800,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3263,8731902680,218000.0,3,2.25,1610.0,7084.0,1.0,0,8,1280.0,330,50,47.3146,-122.384,2170.0,8505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3264,9448300115,425000.0,4,2.0,1390.0,4500.0,1.5,0,7,1390.0,0,110,47.5552,-122.311,1900.0,5460,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3265,4045500625,935000.0,3,3.25,3710.0,38509.0,2.0,0,10,3710.0,0,20,47.69300000000001,-121.868,1680.0,25865,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3266,5603700025,732000.0,4,1.75,2360.0,11300.0,1.0,0,9,2360.0,0,44,47.5728,-122.163,2290.0,11951,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3267,1266200015,805500.0,3,1.0,1440.0,10330.0,1.0,0,7,1440.0,0,66,47.6245,-122.193,2080.0,10327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3268,952003350,507250.0,3,1.75,1400.0,5750.0,1.0,2,6,1100.0,300,103,47.5659,-122.38,1500.0,5175,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3269,2386000300,800000.0,4,2.5,4600.0,67369.0,2.0,0,10,4600.0,0,28,47.6417,-121.992,4600.0,67369,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3270,3625059143,600000.0,3,2.25,2100.0,8276.0,2.0,1,8,2100.0,0,39,47.6068,-122.112,2420.0,18135,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3271,8651500850,627800.0,4,1.75,2010.0,12044.0,1.0,0,9,2010.0,0,36,47.6446,-122.068,2200.0,11144,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3272,3359500110,660000.0,2,2.25,2550.0,6000.0,2.0,0,7,1860.0,690,116,47.6739,-122.323,2010.0,4000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3273,818500490,153503.0,2,2.5,1240.0,3649.0,2.0,0,7,1240.0,0,32,47.3241,-122.322,1400.0,3721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,3876311390,456500.0,3,2.25,2090.0,9163.0,1.0,0,7,1460.0,630,43,47.7334,-122.167,1960.0,7713,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3275,8085400490,1129575.0,5,2.5,2770.0,8100.0,2.0,0,9,2770.0,0,16,47.6341,-122.208,2070.0,8100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3276,2355010090,843500.0,3,2.5,3560.0,11448.0,2.0,0,10,3560.0,0,21,47.7126,-122.104,3290.0,11506,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3277,9550200265,625000.0,3,1.0,1240.0,4080.0,1.0,0,7,1240.0,0,93,47.667,-122.333,2060.0,4080,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3278,8818400490,527000.0,2,1.75,1640.0,4080.0,1.0,0,7,840.0,800,97,47.6645,-122.326,1980.0,4080,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3279,8964800025,1129575.0,5,3.75,3940.0,13738.0,1.5,3,9,3940.0,0,67,47.6203,-122.212,2370.0,13320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
